Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,From,Task
DrQE18FiBe,Drawer QEKI 1800 Filing Beige,Drawer,QEKI,1800,Filing,Beige,8*1*1,8,AH14F,Laura,Receive,Put away
MoHc45ErPi,Mouse Hcetigol 450 Ergonomic Pink,Mouse,Hcetigol,450,Ergonomic,Pink,16*10*1,160,BR40E,Amy,Receive,Put away
AlSu1732Bl,"All-in-one Susa 17"" 32GB RAM Black",All-in-one,Susa,"17""",32GB RAM,Black,16*1*1,16,DS11D,Laura,Receive,Put away
CuWE90LoGr,Cupboard WENO 900 Locker Grey,Cupboard,WENO,900,Locker,Grey,8*1*1,8,BF95H,Jane,Receive,Put away
GaSESLePi,Gaming Chair SEWOL S Leather Pink,Gaming Chair,SEWOL,S,Leather,Pink,16*1*1,16,AP64G,Alex,Receive,Put away
TVGL75S4Wh,"TV GL 75"" S4K White",TV,GL,"75""",S4K,White,8*1*1,8,CO14D,Mike,Receive,Put away
AlPH1516Bl,"All-in-one PH 15"" 16GB RAM Black",All-in-one,PH,"15""",16GB RAM,Black,16*1*1,16,AX35A,Alex,Receive,Put away
KeRe35BlBl,Keyboard Rerar 350 Bluetooth Black,Keyboard,Rerar,350,Bluetooth,Black,16*10*1,160,DL20C,Laura,Receive,Put away
OfXEMErPi,Office Chair XENO M Ergonomic Pink,Office Chair,XENO,M,Ergonomic,Pink,16*1*1,16,CQ66C,Sarah,Receive,Put away
CaWE90SlBe,Cabinet WENO 900 Sliding Beige,Cabinet,WENO,900,Sliding,Beige,8*1*1,8,DF22A,John,Receive,Put away
SPGi50SoWh,SPen Gib 50 Soluble White,SPen,Gib,50,Soluble,White,48*10*5,2400,CP01G,Emily,Receive,Put away
KeSu27MePi,Keyboard Susa 270 Mechanical Pink,Keyboard,Susa,270,Mechanical,Pink,16*10*1,160,DR18D,David,Receive,Put away
PeRe50SoWh,Pencil Reldeats 50 Soluble White,Pencil,Reldeats,50,Soluble,White,48*10*5,2400,CI89A,Alex,Receive,Put away
PrNoA3AlWh,Printer Nospe A3 All-in-one White,Printer,Nospe,A3,All-in-one,White,16*1*1,16,AY94H,Emily,Receive,Put away
TVYn32SFSi,"TV Ynos 32"" SFHD Silver",TV,Ynos,"32""",SFHD,Silver,8*1*1,8,AG82E,Amy,Receive,Put away
LaSu15i5Si,"Laptop Susa 15"" i5 Silver",Laptop,Susa,"15""",i5,Silver,16*1*1,16,BM73H,Amy,Receive,Put away
LaSu14i5Si,"Laptop Susa 14"" i5 Silver",Laptop,Susa,"14""",i5,Silver,16*1*1,16,BK31E,Jane,Receive,Put away
MoPH45WiNa,Mouse PH 450 Wireled Navi,Mouse,PH,450,Wireled,Navi,16*10*1,160,AJ54A,Amy,Receive,Put away
GaSELHeWh,Gaming Chair SEWOL L Head pillow White,Gaming Chair,SEWOL,L,Head pillow,White,16*1*1,16,DK91H,Laura,Receive,Put away
NoScA3doSi,Notebook Scrap A3 dot Silver,Notebook,Scrap,A3,dot,Silver,48*10*5,2400,AX47E,Jane,Receive,Put away
CuRG12LoBl,Cupboard RGAP 1200 Locker Black,Cupboard,RGAP,1200,Locker,Black,8*1*1,8,BS89G,Alex,Receive,Put away
CuTE18FiBe,Cupboard TEWOL 1800 Filing Beige,Cupboard,TEWOL,1800,Filing,Beige,8*1*1,8,CY36A,Chris,Receive,Put away
TVEs50S4Wh,"TV Esnesih 50"" S4K White",TV,Esnesih,"50""",S4K,White,8*1*1,8,DV61F,David,Receive,Put away
DrWE90FiBl,Drawer WENO 900 Filing Black,Drawer,WENO,900,Filing,Black,8*1*1,8,CL32D,Mike,Receive,Put away
TVYn32SFWh,"TV Ynos 32"" SFHD White",TV,Ynos,"32""",SFHD,White,8*1*1,8,BR64C,Laura,Receive,Put away
KePH45ErPi,Keyboard PH 450 Ergonomic Pink,Keyboard,PH,450,Ergonomic,Pink,16*10*1,160,CM35G,David,Receive,Put away
TVYn32SFWh,"TV Ynos 32"" SFHD White",TV,Ynos,"32""",SFHD,White,8*1*1,8,BS41E,Jane,Receive,Put away
CaRG90LoBe,Cabinet RGAP 900 Locker Beige,Cabinet,RGAP,900,Locker,Beige,8*1*1,8,CQ47G,Emily,Receive,Put away
PrReA3InWh,Printer Rehtorb A3 Inkjet White,Printer,Rehtorb,A3,Inkjet,White,16*1*1,16,BK55H,Sarah,Receive,Put away
SPNa12SoGr,SPen Nalin 12 Soluble Grey,SPen,Nalin,12,Soluble,Grey,48*10*5,2400,DG44G,David,Receive,Put away
CaTE90FiGr,Cabinet TEWOL 900 Filing Grey,Cabinet,TEWOL,900,Filing,Grey,8*1*1,8,AP47H,Amy,Receive,Put away
TVEs42FHBl,"TV Esnesih 42"" FHD Black",TV,Esnesih,"42""",FHD,Black,8*1*1,8,AH75F,Emily,Receive,Put away
TaCI10WoWh,Table CITSATNAF 1000 Workstation White,Table,CITSATNAF,1000,Workstation,White,8*1*1,8,CT85C,John,Receive,Put away
TaTR15WoWh,Table TRAMK 1500 Workstation White,Table,TRAMK,1500,Workstation,White,8*1*1,8,CS13A,Mike,Receive,Put away
PrSoA4MoMi,Printer Sonac A4 Mono Mix,Printer,Sonac,A4,Mono,Mix,16*1*1,16,CW24D,David,Receive,Put away
TaAE18AdBl,Table AEKI 1800 Adjustable Black,Table,AEKI,1800,Adjustable,Black,8*1*1,8,CO90B,Amy,Receive,Put away
LaOv14i5Bl,"Laptop Ovonel 14"" i5 Black",Laptop,Ovonel,"14""",i5,Black,16*1*1,16,AL82A,Laura,Receive,Put away
CuWE12DoBe,Cupboard WENO 1200 Door Beige,Cupboard,WENO,1200,Door,Beige,8*1*1,8,CU11C,Sarah,Receive,Put away
DrWE12DoGr,Drawer WENO 1200 Door Grey,Drawer,WENO,1200,Door,Grey,8*1*1,8,AP31A,Sarah,Receive,Put away
GaOGLLePi,Gaming Chair OGAP L Leather Pink,Gaming Chair,OGAP,L,Leather,Pink,16*1*1,16,BX74F,Emily,Receive,Put away
TVEs32S4Bl,"TV Esnesih 32"" S4K Black",TV,Esnesih,"32""",S4K,Black,8*1*1,8,DU85A,Laura,Receive,Put away
AlYn15i5Gr,"All-in-one Ynos 15"" i5 Grey",All-in-one,Ynos,"15""",i5,Grey,16*1*1,16,BV42C,Chris,Receive,Put away
PeNa50WaPi,Pencil Nalin 50 Watercolour Pink,Pencil,Nalin,50,Watercolour,Pink,48*10*5,2400,BW30H,Amy,Receive,Put away
MoPH45WiBl,Mouse PH 450 Wireled Black,Mouse,PH,450,Wireled,Black,16*10*1,160,BY79F,Alex,Receive,Put away
LaOv17i5Bl,"Laptop Ovonel 17"" i5 Black",Laptop,Ovonel,"17""",i5,Black,16*1*1,16,CK04D,John,Receive,Put away
LaPH17i7Bl,"Laptop PH 17"" i7 Black",Laptop,PH,"17""",i7,Black,16*1*1,16,AZ05C,Emily,Receive,Put away
MoPH27BlBl,Mouse PH 270 Bluetooth Black,Mouse,PH,270,Bluetooth,Black,16*10*1,160,BT13H,Alex,Receive,Put away
OfOGLAdPi,Office Chair OGAP L Adjustable Pink,Office Chair,OGAP,L,Adjustable,Pink,16*1*1,16,BX78D,Sarah,Receive,Put away
GaOGMHeBl,Gaming Chair OGAP M Head pillow Black,Gaming Chair,OGAP,M,Head pillow,Black,16*1*1,16,DU61A,John,Receive,Put away
PrReA4AlGr,Printer Rehtorb A4 All-in-one Grey,Printer,Rehtorb,A4,All-in-one,Grey,16*1*1,16,CN04D,Jane,Receive,Put away
LaYn15i5Gr,"Laptop Ynos 15"" i5 Grey",Laptop,Ynos,"15""",i5,Grey,16*1*1,16,AH92E,Alex,Receive,Put away
LaRe14i7Gr,"Laptop Rezar 14"" i7 Grey",Laptop,Rezar,"14""",i7,Grey,16*1*1,16,CY21H,Chris,Receive,Put away
GaOGMLeWh,Gaming Chair OGAP M Leather White,Gaming Chair,OGAP,M,Leather,White,16*1*1,16,DK97G,Laura,Receive,Put away
OfSEMLeBl,Office Chair SEWOL M Leather Black,Office Chair,SEWOL,M,Leather,Black,16*1*1,16,CZ21E,Emily,Receive,Put away
GaSELLeGr,Gaming Chair SEWOL L Leather Grey,Gaming Chair,SEWOL,L,Leather,Grey,16*1*1,16,CQ87G,Mike,Receive,Put away
CuTE18SlBe,Cupboard TEWOL 1800 Sliding Beige,Cupboard,TEWOL,1800,Sliding,Beige,8*1*1,8,AN09B,John,Receive,Put away
OfOGMHeWh,Office Chair OGAP M Head pillow White,Office Chair,OGAP,M,Head pillow,White,16*1*1,16,CG29C,Chris,Receive,Put away
DrWE90FiWh,Drawer WENO 900 Filing White,Drawer,WENO,900,Filing,White,8*1*1,8,AP98H,John,Receive,Put away
PrSoA3MoBl,Printer Sonac A3 Mono Black,Printer,Sonac,A3,Mono,Black,16*1*1,16,BF32B,Amy,Receive,Put away
AlPH1416Wh,"All-in-one PH 14"" 16GB RAM White",All-in-one,PH,"14""",16GB RAM,White,16*1*1,16,BL39H,Laura,Receive,Put away
CaWE12SlBl,Cabinet WENO 1200 Sliding Black,Cabinet,WENO,1200,Sliding,Black,8*1*1,8,AK94C,Mike,Receive,Put away
DrQE18FiWh,Drawer QEKI 1800 Filing White,Drawer,QEKI,1800,Filing,White,8*1*1,8,DW11E,Chris,Receive,Put away
AlRe1416Gr,"All-in-one Rezar 14"" 16GB RAM Grey",All-in-one,Rezar,"14""",16GB RAM,Grey,16*1*1,16,DU13D,Jane,Receive,Put away
MoSu45MeNa,Mouse Susa 450 Mechanical Navi,Mouse,Susa,450,Mechanical,Navi,16*10*1,160,CU39B,Mike,Receive,Put away
KeHc27BlBl,Keyboard Hcetigol 270 Bluetooth Black,Keyboard,Hcetigol,270,Bluetooth,Black,16*10*1,160,DH47A,Amy,Receive,Put away
AlRe148GWh,"All-in-one Rezar 14"" 8GB RAM White",All-in-one,Rezar,"14""",8GB RAM,White,16*1*1,16,CW02A,Jane,Receive,Put away
PrReA4WiBl,Printer Rehtorb A4 Wifi Black,Printer,Rehtorb,A4,Wifi,Black,16*1*1,16,CN67G,Jane,Receive,Put away
TaAE18AuBl,Table AEKI 1800 Auto Adjustable Black,Table,AEKI,1800,Auto Adjustable,Black,8*1*1,8,DQ90D,Alex,Receive,Put away
MoSu35MePi,Mouse Susa 350 Mechanical Pink,Mouse,Susa,350,Mechanical,Pink,16*10*1,160,DJ54E,Mike,Receive,Put away
LaSu14i7Wh,"Laptop Susa 14"" i7 White",Laptop,Susa,"14""",i7,White,16*1*1,16,AZ82B,Sarah,Receive,Put away
PeRe24HeGr,Pencil Reldeats 24 Hexagonal Grey,Pencil,Reldeats,24,Hexagonal,Grey,48*10*5,2400,AF87E,Jane,Receive,Put away
LaRe14i7Si,"Laptop Rezar 14"" i7 Silver",Laptop,Rezar,"14""",i7,Silver,16*1*1,16,BS30F,Chris,Receive,Put away
MoPH45MeWh,Mouse PH 450 Mechanical White,Mouse,PH,450,Mechanical,White,16*10*1,160,CX93D,Jane,Receive,Put away
GaOGLErGr,Gaming Chair OGAP L Ergonomic Grey,Gaming Chair,OGAP,L,Ergonomic,Grey,16*1*1,16,BQ85G,Jane,Receive,Put away
NoGrA5ruWh,Notebook Graph A5 ruled White,Notebook,Graph,A5,ruled,White,48*10*5,2400,BF76H,Chris,Receive,Put away
AlRe14i5Bl,"All-in-one Rezar 14"" i5 Black",All-in-one,Rezar,"14""",i5,Black,16*1*1,16,BH34G,Alex,Receive,Put away
AlSu17i5Gr,"All-in-one Susa 17"" i5 Grey",All-in-one,Susa,"17""",i5,Grey,16*1*1,16,AJ03D,Amy,Receive,Put away
LaPH1416Si,"Laptop PH 14"" 16GB RAM Silver",Laptop,PH,"14""",16GB RAM,Silver,16*1*1,16,DI45E,David,Receive,Put away
PrReA4WiWh,Printer Rehtorb A4 Wifi White,Printer,Rehtorb,A4,Wifi,White,16*1*1,16,BR50B,Sarah,Receive,Put away
TaTR10AdWh,Table TRAMA 1000 Adjustable White,Table,TRAMA,1000,Adjustable,White,8*1*1,8,AF02A,John,Receive,Put away
DrQE18LoBl,Drawer QEKI 1800 Locker Black,Drawer,QEKI,1800,Locker,Black,8*1*1,8,DU22H,Amy,Receive,Put away
MoRe27MeNa,Mouse Rerar 270 Mechanical Navi,Mouse,Rerar,270,Mechanical,Navi,16*10*1,160,CK40H,Alex,Receive,Put away
OfSEMAdWh,Office Chair SEWOL M Adjustable White,Office Chair,SEWOL,M,Adjustable,White,16*1*1,16,CK30E,Jane,Receive,Put away
SPGi24WaWh,SPen Gib 24 Watercolour White,SPen,Gib,24,Watercolour,White,48*10*5,2400,BZ32F,Mike,Receive,Put away
GaSEMErGr,Gaming Chair SEWOL M Ergonomic Grey,Gaming Chair,SEWOL,M,Ergonomic,Grey,16*1*1,16,CL31B,Mike,Receive,Put away
AlOv17i5Gr,"All-in-one Ovonel 17"" i5 Grey",All-in-one,Ovonel,"17""",i5,Grey,16*1*1,16,AQ51B,Jane,Receive,Put away
GaAESLeWh,Gaming Chair AEKI S Leather White,Gaming Chair,AEKI,S,Leather,White,16*1*1,16,DS45G,Emily,Receive,Put away
MoHc27MeBl,Mouse Hcetigol 270 Mechanical Black,Mouse,Hcetigol,270,Mechanical,Black,16*10*1,160,BL61C,Jane,Receive,Put away
AlPH17i7Wh,"All-in-one PH 17"" i7 White",All-in-one,PH,"17""",i7,White,16*1*1,16,BL84B,Mike,Receive,Put away
KeSu45MePi,Keyboard Susa 450 Mechanical Pink,Keyboard,Susa,450,Mechanical,Pink,16*10*1,160,DU11F,David,Receive,Put away
SPGi50SoBl,SPen Gib 50 Soluble Black,SPen,Gib,50,Soluble,Black,48*10*5,2400,DF26H,Jane,Receive,Put away
AlRe1516Gr,"All-in-one Rezar 15"" 16GB RAM Grey",All-in-one,Rezar,"15""",16GB RAM,Grey,16*1*1,16,AT34A,Chris,Receive,Put away
KeHc27ErBl,Keyboard Hcetigol 270 Ergonomic Black,Keyboard,Hcetigol,270,Ergonomic,Black,16*10*1,160,CV68E,David,Receive,Put away
MoPH45MePi,Mouse PH 450 Mechanical Pink,Mouse,PH,450,Mechanical,Pink,16*10*1,160,AO96D,Sarah,Receive,Put away
NoExA3liGr,Notebook Excercise A3 line Grey,Notebook,Excercise,A3,line,Grey,48*10*5,2400,DU63F,Laura,Receive,Put away
SPAl12WaPi,SPen Aloyarc 12 Watercolour Pink,SPen,Aloyarc,12,Watercolour,Pink,48*10*5,2400,AR61B,Sarah,Receive,Put away
AlOv14i7Bl,"All-in-one Ovonel 14"" i7 Black",All-in-one,Ovonel,"14""",i7,Black,16*1*1,16,BJ53H,Amy,Receive,Put away
CuTE12DoBe,Cupboard TEWOL 1200 Door Beige,Cupboard,TEWOL,1200,Door,Beige,8*1*1,8,BY34G,John,Receive,Put away
GaOGMErPi,Gaming Chair OGAP M Ergonomic Pink,Gaming Chair,OGAP,M,Ergonomic,Pink,16*1*1,16,DL24H,Mike,Receive,Put away
KeSu27WiWh,Keyboard Susa 270 Wireled White,Keyboard,Susa,270,Wireled,White,16*10*1,160,BV24E,Chris,Receive,Put away
TaCI10AuGr,Table CITSATNAF 1000 Auto Adjustable Grey,Table,CITSATNAF,1000,Auto Adjustable,Grey,8*1*1,8,AQ29F,John,Receive,Put away
AlPH1716Si,"All-in-one PH 17"" 16GB RAM Silver",All-in-one,PH,"17""",16GB RAM,Silver,16*1*1,16,AV28E,Sarah,Receive,Put away
CaRG90DoGr,Cabinet RGAP 900 Door Grey,Cabinet,RGAP,900,Door,Grey,8*1*1,8,BQ19C,Jane,Receive,Put away
GaOGLAdPi,Gaming Chair OGAP L Adjustable Pink,Gaming Chair,OGAP,L,Adjustable,Pink,16*1*1,16,CH46H,Emily,Receive,Put away
LaRe15i7Wh,"Laptop Rezar 15"" i7 White",Laptop,Rezar,"15""",i7,White,16*1*1,16,CF62F,Sarah,Receive,Put away
PrReA3WiBl,Printer Rehtorb A3 Wifi Black,Printer,Rehtorb,A3,Wifi,Black,16*1*1,16,CK98A,Laura,Receive,Put away
TVYn50FHSi,"TV Ynos 50"" FHD Silver",TV,Ynos,"50""",FHD,Silver,8*1*1,8,CI64F,John,Receive,Put away
OfXELAdWh,Office Chair XENO L Adjustable White,Office Chair,XENO,L,Adjustable,White,16*1*1,16,CF27F,Laura,Receive,Put away
TVGL42FHBl,"TV GL 42"" FHD Black",TV,GL,"42""",FHD,Black,8*1*1,8,AF90A,Mike,Receive,Put away
KeRe27WiNa,Keyboard Rerar 270 Wireled Navi,Keyboard,Rerar,270,Wireled,Navi,16*10*1,160,BJ48A,David,Receive,Put away
GaSEMAdBl,Gaming Chair SEWOL M Adjustable Black,Gaming Chair,SEWOL,M,Adjustable,Black,16*1*1,16,DP29H,David,Receive,Put away
TaTR18FrWh,Table TRAMA 1800 Frame White,Table,TRAMA,1800,Frame,White,8*1*1,8,AH59A,Jane,Receive,Put away
NoExA3liBl,Notebook Excercise A3 line Black,Notebook,Excercise,A3,line,Black,48*10*5,2400,CM02B,Mike,Receive,Put away
CuTE12FiBe,Cupboard TEWOL 1200 Filing Beige,Cupboard,TEWOL,1200,Filing,Beige,8*1*1,8,DX36D,Amy,Receive,Put away
MoHc27BlBl,Mouse Hcetigol 270 Bluetooth Black,Mouse,Hcetigol,270,Bluetooth,Black,16*10*1,160,DP79C,Sarah,Receive,Put away
MoRe27WiNa,Mouse Rerar 270 Wireled Navi,Mouse,Rerar,270,Wireled,Navi,16*10*1,160,BG61F,Jane,Receive,Put away
LaSu1716Gr,"Laptop Susa 17"" 16GB RAM Grey",Laptop,Susa,"17""",16GB RAM,Grey,16*1*1,16,DS71C,John,Receive,Put away
TaAE18FrSi,Table AEKI 1800 Frame Silver,Table,AEKI,1800,Frame,Silver,8*1*1,8,AY05G,Amy,Receive,Put away
KeHc35WiNa,Keyboard Hcetigol 350 Wireled Navi,Keyboard,Hcetigol,350,Wireled,Navi,16*10*1,160,BI39C,Alex,Receive,Put away
SPAl12SoPi,SPen Aloyarc 12 Soluble Pink,SPen,Aloyarc,12,Soluble,Pink,48*10*5,2400,DP51B,Emily,Receive,Put away
TVGn75S4Bl,"TV Gnusmag 75"" S4K Black",TV,Gnusmag,"75""",S4K,Black,8*1*1,8,BL41E,Chris,Receive,Put away
NoScA4doGr,Notebook Scrap A4 dot Grey,Notebook,Scrap,A4,dot,Grey,48*10*5,2400,AV01F,Alex,Receive,Put away
AlRe158GWh,"All-in-one Rezar 15"" 8GB RAM White",All-in-one,Rezar,"15""",8GB RAM,White,16*1*1,16,DY73G,Amy,Receive,Put away
KeHc35WiBl,Keyboard Hcetigol 350 Wireled Black,Keyboard,Hcetigol,350,Wireled,Black,16*10*1,160,AR91G,Laura,Receive,Put away
TVEs754KBl,"TV Esnesih 75"" 4K Black",TV,Esnesih,"75""",4K,Black,8*1*1,8,BV85E,Alex,Receive,Put away
TaCI10AuBl,Table CITSATNAF 1000 Auto Adjustable Black,Table,CITSATNAF,1000,Auto Adjustable,Black,8*1*1,8,CL04H,Sarah,Receive,Put away
PrReA2WiMi,Printer Rehtorb A2 Wifi Mix,Printer,Rehtorb,A2,Wifi,Mix,16*1*1,16,BT92B,Mike,Receive,Put away
KeSu45BlBl,Keyboard Susa 450 Bluetooth Black,Keyboard,Susa,450,Bluetooth,Black,16*10*1,160,AT29C,Alex,Receive,Put away
KePH27MeNa,Keyboard PH 270 Mechanical Navi,Keyboard,PH,270,Mechanical,Navi,16*10*1,160,BX92E,Laura,Receive,Put away
TVGn42SFWh,"TV Gnusmag 42"" SFHD White",TV,Gnusmag,"42""",SFHD,White,8*1*1,8,BJ64H,Laura,Receive,Put away
LaSu1716Gr,"Laptop Susa 17"" 16GB RAM Grey",Laptop,Susa,"17""",16GB RAM,Grey,16*1*1,16,CZ15H,David,Receive,Put away
TVEs654KSi,"TV Esnesih 65"" 4K Silver",TV,Esnesih,"65""",4K,Silver,8*1*1,8,AQ02D,Alex,Receive,Put away
TVGL32S4Gr,"TV GL 32"" S4K Grey",TV,GL,"32""",S4K,Grey,8*1*1,8,BF60F,Sarah,Receive,Put away
OfSELErPi,Office Chair SEWOL L Ergonomic Pink,Office Chair,SEWOL,L,Ergonomic,Pink,16*1*1,16,AX15D,John,Receive,Put away
AlPH1416Bl,"All-in-one PH 14"" 16GB RAM Black",All-in-one,PH,"14""",16GB RAM,Black,16*1*1,16,CI61E,Emily,Receive,Put away
AlSu158GSi,"All-in-one Susa 15"" 8GB RAM Silver",All-in-one,Susa,"15""",8GB RAM,Silver,16*1*1,16,CZ09H,John,Receive,Put away
TVGn75S4Gr,"TV Gnusmag 75"" S4K Grey",TV,Gnusmag,"75""",S4K,Grey,8*1*1,8,BI37G,Mike,Receive,Put away
CuWE90DoBl,Cupboard WENO 900 Door Black,Cupboard,WENO,900,Door,Black,8*1*1,8,AZ48H,David,Receive,Put away
PrNoA2MoWh,Printer Nospe A2 Mono White,Printer,Nospe,A2,Mono,White,16*1*1,16,BL12D,David,Receive,Put away
MoSu27BlNa,Mouse Susa 270 Bluetooth Navi,Mouse,Susa,270,Bluetooth,Navi,16*10*1,160,AF34D,Alex,Receive,Put away
TVYn754KWh,"TV Ynos 75"" 4K White",TV,Ynos,"75""",4K,White,8*1*1,8,CK08G,John,Receive,Put away
CaTE18FiBe,Cabinet TEWOL 1800 Filing Beige,Cabinet,TEWOL,1800,Filing,Beige,8*1*1,8,AO08H,John,Receive,Put away
SPNa12SoWh,SPen Nalin 12 Soluble White,SPen,Nalin,12,Soluble,White,48*10*5,2400,DG01F,Chris,Receive,Put away
LaYn1516Bl,"Laptop Ynos 15"" 16GB RAM Black",Laptop,Ynos,"15""",16GB RAM,Black,16*1*1,16,BJ16C,Jane,Receive,Put away
LaSu1516Wh,"Laptop Susa 15"" 16GB RAM White",Laptop,Susa,"15""",16GB RAM,White,16*1*1,16,BX65D,Mike,Receive,Put away
DrRG18DoGr,Drawer RGAP 1800 Door Grey,Drawer,RGAP,1800,Door,Grey,8*1*1,8,BI31A,Emily,Receive,Put away
OfAESHePi,Office Chair AEKI S Head pillow Pink,Office Chair,AEKI,S,Head pillow,Pink,16*1*1,16,BT64E,Chris,Receive,Put away
TVYn75SFBl,"TV Ynos 75"" SFHD Black",TV,Ynos,"75""",SFHD,Black,8*1*1,8,DI79B,Jane,Receive,Put away
MoRe45WiWh,Mouse Rerar 450 Wireled White,Mouse,Rerar,450,Wireled,White,16*10*1,160,AZ37D,Emily,Receive,Put away
PrReA3WiBl,Printer Rehtorb A3 Wifi Black,Printer,Rehtorb,A3,Wifi,Black,16*1*1,16,CY20D,Amy,Receive,Put away
TVGn32S4Si,"TV Gnusmag 32"" S4K Silver",TV,Gnusmag,"32""",S4K,Silver,8*1*1,8,BM05C,Chris,Receive,Put away
AlSu1432Bl,"All-in-one Susa 14"" 32GB RAM Black",All-in-one,Susa,"14""",32GB RAM,Black,16*1*1,16,AT04D,Jane,Receive,Put away
PrSoA4LaBl,Printer Sonac A4 Laser Black,Printer,Sonac,A4,Laser,Black,16*1*1,16,DZ97F,Mike,Receive,Put away
AlRe1716Si,"All-in-one Rezar 17"" 16GB RAM Silver",All-in-one,Rezar,"17""",16GB RAM,Silver,16*1*1,16,DX05A,Mike,Receive,Put away
PrNoA3LaMi,Printer Nospe A3 Laser Mix,Printer,Nospe,A3,Laser,Mix,16*1*1,16,CJ10D,Jane,Receive,Put away
CaWE12SlWh,Cabinet WENO 1200 Sliding White,Cabinet,WENO,1200,Sliding,White,8*1*1,8,DR51H,Laura,Receive,Put away
PrReA3LaBl,Printer Rehtorb A3 Laser Black,Printer,Rehtorb,A3,Laser,Black,16*1*1,16,DU03A,Alex,Receive,Put away
LaYn1432Bl,"Laptop Ynos 14"" 32GB RAM Black",Laptop,Ynos,"14""",32GB RAM,Black,16*1*1,16,BK37G,Alex,Receive,Put away
CaQE90DoBe,Cabinet QEKI 900 Door Beige,Cabinet,QEKI,900,Door,Beige,8*1*1,8,BK51D,Chris,Receive,Put away
CaWE90FiGr,Cabinet WENO 900 Filing Grey,Cabinet,WENO,900,Filing,Grey,8*1*1,8,AG45H,John,Receive,Put away
LaRe1716Si,"Laptop Rezar 17"" 16GB RAM Silver",Laptop,Rezar,"17""",16GB RAM,Silver,16*1*1,16,BX60D,David,Receive,Put away
MoPH27ErPi,Mouse PH 270 Ergonomic Pink,Mouse,PH,270,Ergonomic,Pink,16*10*1,160,CS47B,Jane,Receive,Put away
PeAl24SoWh,Pencil Aloyarc 24 Soluble White,Pencil,Aloyarc,24,Soluble,White,48*10*5,2400,AX23D,Alex,Receive,Put away
OfSEMAdBl,Office Chair SEWOL M Adjustable Black,Office Chair,SEWOL,M,Adjustable,Black,16*1*1,16,DP34C,Chris,Receive,Put away
TaTR10FrBl,Table TRAMA 1000 Frame Black,Table,TRAMA,1000,Frame,Black,8*1*1,8,BU49E,John,Receive,Put away
MoRe35MeBl,Mouse Rerar 350 Mechanical Black,Mouse,Rerar,350,Mechanical,Black,16*10*1,160,DV35H,John,Receive,Put away
LaYn14i5Bl,"Laptop Ynos 14"" i5 Black",Laptop,Ynos,"14""",i5,Black,16*1*1,16,AK15G,Laura,Receive,Put away
MoPH27BlBl,Mouse PH 270 Bluetooth Black,Mouse,PH,270,Bluetooth,Black,16*10*1,160,CH66B,Mike,Receive,Put away
MoSu35MePi,Mouse Susa 350 Mechanical Pink,Mouse,Susa,350,Mechanical,Pink,16*10*1,160,BJ08F,John,Receive,Put away
NoGrA5liWh,Notebook Graph A5 line White,Notebook,Graph,A5,line,White,48*10*5,2400,CZ84H,Chris,Receive,Put away
MoSu35BlNa,Mouse Susa 350 Bluetooth Navi,Mouse,Susa,350,Bluetooth,Navi,16*10*1,160,AZ84G,John,Receive,Put away
