Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,To,Customer,Task
KeRe45BlPi,Keyboard Rerar 450 Bluetooth Pink,Keyboard,Rerar,450,Bluetooth,Pink,16*10*1,136,DS69C,Emily,Despatch,30081,Pick
PeRe50HeGr,Pencil Reldeats 50 Hexagonal Grey,Pencil,Reldeats,50,Hexagonal,Grey,48*10*5,2400,CG71B,David,Despatch,30075,Pick
CuWE90LoGr,Cupboard WENO 900 Locker Grey,Cupboard,WENO,900,Locker,Grey,8*1*1,4,DM46C,John,Despatch,30044,Pick
TVGn50FHBl,"TV Gnusmag 50"" FHD Black",TV,Gnusmag,"50""",FHD,Black,8*1*1,8,AJ87H,Amy,Despatch,30012,Pick
DrQE18FiWh,Drawer QEKI 1800 Filing White,Drawer,QEKI,1800,Filing,White,8*1*1,8,AY50E,John,Despatch,30045,Pick
LaPH17i5Si,"Laptop PH 17"" i5 Silver",Laptop,PH,"17""",i5,Silver,16*1*1,12,AJ93A,Emily,Despatch,30070,Pick
CaWE18FiWh,Cabinet WENO 1800 Filing White,Cabinet,WENO,1800,Filing,White,8*1*1,5,BR07B,John,Despatch,30028,Pick
PrPHA2LaMi,Printer PH A2 Laser Mix,Printer,PH,A2,Laser,Mix,16*1*1,16,CK93H,Emily,Despatch,30027,Pick
PrPHA4WiMi,Printer PH A4 Wifi Mix,Printer,PH,A4,Wifi,Mix,16*1*1,16,AW86D,Amy,Despatch,30008,Pick
TaCI15AdSi,Table CITSATNAF 1500 Adjustable Silver,Table,CITSATNAF,1500,Adjustable,Silver,8*1*1,8,DN36D,Jane,Despatch,30020,Pick
PrPHA4InBl,Printer PH A4 Inkjet Black,Printer,PH,A4,Inkjet,Black,16*1*1,16,BV68G,Jane,Despatch,30035,Pick
LaYn15i5Bl,"Laptop Ynos 15"" i5 Black",Laptop,Ynos,"15""",i5,Black,16*1*1,7,BH54A,David,Despatch,30036,Pick
CaRG12SlGr,Cabinet RGAP 1200 Sliding Grey,Cabinet,RGAP,1200,Sliding,Grey,8*1*1,8,AV95D,Emily,Despatch,30037,Pick
TaAE15WoBl,Table AEKI 1500 Workstation Black,Table,AEKI,1500,Workstation,Black,8*1*1,2,CL07E,John,Despatch,30041,Pick
MoRe45ErWh,Mouse Rerar 450 Ergonomic White,Mouse,Rerar,450,Ergonomic,White,16*10*1,96,BR07E,David,Despatch,30027,Pick
CaTE90FiGr,Cabinet TEWOL 900 Filing Grey,Cabinet,TEWOL,900,Filing,Grey,8*1*1,6,BT79H,Emily,Despatch,30038,Pick
NoMuA3doWh,Notebook Music A3 dot White,Notebook,Music,A3,dot,White,48*10*5,2206,BL38H,David,Despatch,30058,Pick
LaOv17i5Wh,"Laptop Ovonel 17"" i5 White",Laptop,Ovonel,"17""",i5,White,16*1*1,16,DN27H,Laura,Despatch,30045,Pick
PeAl24HePi,Pencil Aloyarc 24 Hexagonal Pink,Pencil,Aloyarc,24,Hexagonal,Pink,48*10*5,2400,AG07H,Jane,Despatch,30077,Pick
CaRG12SlBl,Cabinet RGAP 1200 Sliding Black,Cabinet,RGAP,1200,Sliding,Black,8*1*1,2,DL20A,Sarah,Despatch,30002,Pick
CuTE12FiBl,Cupboard TEWOL 1200 Filing Black,Cupboard,TEWOL,1200,Filing,Black,8*1*1,1,DV56B,Amy,Despatch,30040,Pick
PrSoA3WiBl,Printer Sonac A3 Wifi Black,Printer,Sonac,A3,Wifi,Black,16*1*1,16,DY85A,Sarah,Despatch,30016,Pick
TaTR18FrGr,Table TRAMK 1800 Frame Grey,Table,TRAMK,1800,Frame,Grey,8*1*1,8,BI54H,Alex,Despatch,30087,Pick
KeHc27ErWh,Keyboard Hcetigol 270 Ergonomic White,Keyboard,Hcetigol,270,Ergonomic,White,16*10*1,160,DG72H,Laura,Despatch,30054,Pick
OfAESErPi,Office Chair AEKI S Ergonomic Pink,Office Chair,AEKI,S,Ergonomic,Pink,16*1*1,16,BM06H,Amy,Despatch,30082,Pick
PrPHA3AlBl,Printer PH A3 All-in-one Black,Printer,PH,A3,All-in-one,Black,16*1*1,16,DN01E,David,Despatch,30008,Pick
DrWE90DoBl,Drawer WENO 900 Door Black,Drawer,WENO,900,Door,Black,8*1*1,2,AU52H,Emily,Despatch,30051,Pick
CaQE90SlGr,Cabinet QEKI 900 Sliding Grey,Cabinet,QEKI,900,Sliding,Grey,8*1*1,3,DN77F,Jane,Despatch,30024,Pick
LaOv1516Gr,"Laptop Ovonel 15"" 16GB RAM Grey",Laptop,Ovonel,"15""",16GB RAM,Grey,16*1*1,5,BH29D,David,Despatch,30058,Pick
LaRe1516Gr,"Laptop Rezar 15"" 16GB RAM Grey",Laptop,Rezar,"15""",16GB RAM,Grey,16*1*1,2,DL30B,Mike,Despatch,30038,Pick
KePH27ErBl,Keyboard PH 270 Ergonomic Black,Keyboard,PH,270,Ergonomic,Black,16*10*1,160,DU53H,Emily,Despatch,30020,Pick
DrRG12SlBe,Drawer RGAP 1200 Sliding Beige,Drawer,RGAP,1200,Sliding,Beige,8*1*1,1,AI82C,Emily,Despatch,30027,Pick
TaCI10AdGr,Table CITSATNAF 1000 Adjustable Grey,Table,CITSATNAF,1000,Adjustable,Grey,8*1*1,3,CO05E,Amy,Despatch,30077,Pick
MoSu27MeWh,Mouse Susa 270 Mechanical White,Mouse,Susa,270,Mechanical,White,16*10*1,119,AS71G,Alex,Despatch,30087,Pick
PeAl50HeBl,Pencil Aloyarc 50 Hexagonal Black,Pencil,Aloyarc,50,Hexagonal,Black,48*10*5,2400,BL25H,David,Despatch,30011,Pick
TVEs324KSi,"TV Esnesih 32"" 4K Silver",TV,Esnesih,"32""",4K,Silver,8*1*1,8,DH89D,Alex,Despatch,30026,Pick
KeHc35MeNa,Keyboard Hcetigol 350 Mechanical Navi,Keyboard,Hcetigol,350,Mechanical,Navi,16*10*1,88,DF59B,Chris,Despatch,30011,Pick
LaOv17i5Wh,"Laptop Ovonel 17"" i5 White",Laptop,Ovonel,"17""",i5,White,16*1*1,16,DY21C,Sarah,Despatch,30070,Pick
SPRe12SoWh,SPen Reldeats 12 Soluble White,SPen,Reldeats,12,Soluble,White,48*10*5,1233,CH04H,Laura,Despatch,30086,Pick
TVEs654KWh,"TV Esnesih 65"" 4K White",TV,Esnesih,"65""",4K,White,8*1*1,8,CU42A,John,Despatch,30068,Pick
NoGrA3liSi,Notebook Graph A3 line Silver,Notebook,Graph,A3,line,Silver,48*10*5,348,AL12B,David,Despatch,30048,Pick
AlPH14i5Gr,"All-in-one PH 14"" i5 Grey",All-in-one,PH,"14""",i5,Grey,16*1*1,7,AP79C,Amy,Despatch,30042,Pick
AlOv15i7Wh,"All-in-one Ovonel 15"" i7 White",All-in-one,Ovonel,"15""",i7,White,16*1*1,16,BJ76D,Sarah,Despatch,30078,Pick
AlOv15i7Wh,"All-in-one Ovonel 15"" i7 White",All-in-one,Ovonel,"15""",i7,White,16*1*1,15,AS51A,Laura,Despatch,30080,Pick
AlOv1432Wh,"All-in-one Ovonel 14"" 32GB RAM White",All-in-one,Ovonel,"14""",32GB RAM,White,16*1*1,16,BW70A,Chris,Despatch,30023,Pick
DrRG18LoWh,Drawer RGAP 1800 Locker White,Drawer,RGAP,1800,Locker,White,8*1*1,8,DS69G,Alex,Despatch,30054,Pick
LaSu158GWh,"Laptop Susa 15"" 8GB RAM White",Laptop,Susa,"15""",8GB RAM,White,16*1*1,16,DV90A,Jane,Despatch,30043,Pick
KeHc35MeWh,Keyboard Hcetigol 350 Mechanical White,Keyboard,Hcetigol,350,Mechanical,White,16*10*1,160,AN67B,Chris,Despatch,30080,Pick
TVGL32FHGr,"TV GL 32"" FHD Grey",TV,GL,"32""",FHD,Grey,8*1*1,4,AL14A,Sarah,Despatch,30082,Pick
SPRe50WaBl,SPen Reldeats 50 Watercolour Black,SPen,Reldeats,50,Watercolour,Black,48*10*5,1555,BP73G,John,Despatch,30073,Pick
PrReA2WiBl,Printer Rehtorb A2 Wifi Black,Printer,Rehtorb,A2,Wifi,Black,16*1*1,16,AN11C,Emily,Despatch,30082,Pick
TVGn754KWh,"TV Gnusmag 75"" 4K White",TV,Gnusmag,"75""",4K,White,8*1*1,7,DI72F,Emily,Despatch,30082,Pick
LaOv1516Bl,"Laptop Ovonel 15"" 16GB RAM Black",Laptop,Ovonel,"15""",16GB RAM,Black,16*1*1,7,DW91G,Alex,Despatch,30075,Pick
KeRe27MePi,Keyboard Rerar 270 Mechanical Pink,Keyboard,Rerar,270,Mechanical,Pink,16*10*1,160,AU18C,David,Despatch,30042,Pick
TaCI10FrGr,Table CITSATNAF 1000 Frame Grey,Table,CITSATNAF,1000,Frame,Grey,8*1*1,8,DS07A,John,Despatch,30025,Pick
CaRG18LoBl,Cabinet RGAP 1800 Locker Black,Cabinet,RGAP,1800,Locker,Black,8*1*1,8,DR12F,Amy,Despatch,30036,Pick
MoRe45WiPi,Mouse Rerar 450 Wireled Pink,Mouse,Rerar,450,Wireled,Pink,16*10*1,160,CN52E,Amy,Despatch,30016,Pick
DrWE12FiGr,Drawer WENO 1200 Filing Grey,Drawer,WENO,1200,Filing,Grey,8*1*1,8,CV28E,Amy,Despatch,30097,Pick
CuWE12LoBe,Cupboard WENO 1200 Locker Beige,Cupboard,WENO,1200,Locker,Beige,8*1*1,8,AY02H,John,Despatch,30055,Pick
GaSESErGr,Gaming Chair SEWOL S Ergonomic Grey,Gaming Chair,SEWOL,S,Ergonomic,Grey,16*1*1,16,DI39B,Alex,Despatch,30072,Pick
TVYn75FHBl,"TV Ynos 75"" FHD Black",TV,Ynos,"75""",FHD,Black,8*1*1,1,DM66F,John,Despatch,30050,Pick
