Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,From,Task
DrWE12DoGr,Drawer WENO 1200 Door Grey,Drawer,WENO,1200,Door,Grey,8*1*1,8,DM82A,Jane,Receive,Put away
GaOGLLePi,Gaming Chair OGAP L Leather Pink,Gaming Chair,OGAP,L,Leather,Pink,16*1*1,16,BP79E,Mike,Receive,Put away
TVEs32S4Bl,"TV Esnesih 32"" S4K Black",TV,Esnesih,"32""",S4K,Black,8*1*1,8,DG47A,Laura,Receive,Put away
AlYn15i5Gr,"All-in-one Ynos 15"" i5 Grey",All-in-one,Ynos,"15""",i5,Grey,16*1*1,16,AN71G,Laura,Receive,Put away
PeNa50WaPi,Pencil Nalin 50 Watercolour Pink,Pencil,Nalin,50,Watercolour,Pink,48*10*5,2400,AG48C,Laura,Receive,Put away
MoPH45WiBl,Mouse PH 450 Wireled Black,Mouse,PH,450,Wireled,Black,16*10*1,160,DX22F,Amy,Receive,Put away
LaOv17i5Bl,"Laptop Ovonel 17"" i5 Black",Laptop,Ovonel,"17""",i5,Black,16*1*1,16,AZ49C,Jane,Receive,Put away
LaPH17i7Bl,"Laptop PH 17"" i7 Black",Laptop,PH,"17""",i7,Black,16*1*1,16,BZ86D,Emily,Receive,Put away
MoPH27BlBl,Mouse PH 270 Bluetooth Black,Mouse,PH,270,Bluetooth,Black,16*10*1,160,CI60H,Jane,Receive,Put away
OfOGLAdPi,Office Chair OGAP L Adjustable Pink,Office Chair,OGAP,L,Adjustable,Pink,16*1*1,16,BH29A,Jane,Receive,Put away
GaOGMHeBl,Gaming Chair OGAP M Head pillow Black,Gaming Chair,OGAP,M,Head pillow,Black,16*1*1,16,BS34E,Emily,Receive,Put away
PrReA4AlGr,Printer Rehtorb A4 All-in-one Grey,Printer,Rehtorb,A4,All-in-one,Grey,16*1*1,16,BX48H,Emily,Receive,Put away
LaYn15i5Gr,"Laptop Ynos 15"" i5 Grey",Laptop,Ynos,"15""",i5,Grey,16*1*1,16,CV55B,Alex,Receive,Put away
LaRe14i7Gr,"Laptop Rezar 14"" i7 Grey",Laptop,Rezar,"14""",i7,Grey,16*1*1,16,BO15G,Alex,Receive,Put away
GaOGMLeWh,Gaming Chair OGAP M Leather White,Gaming Chair,OGAP,M,Leather,White,16*1*1,16,DI71G,Emily,Receive,Put away
OfSEMLeBl,Office Chair SEWOL M Leather Black,Office Chair,SEWOL,M,Leather,Black,16*1*1,16,AR06F,Emily,Receive,Put away
GaSELLeGr,Gaming Chair SEWOL L Leather Grey,Gaming Chair,SEWOL,L,Leather,Grey,16*1*1,16,AJ77G,Jane,Receive,Put away
CuTE18SlBe,Cupboard TEWOL 1800 Sliding Beige,Cupboard,TEWOL,1800,Sliding,Beige,8*1*1,8,CG06B,Laura,Receive,Put away
OfOGMHeWh,Office Chair OGAP M Head pillow White,Office Chair,OGAP,M,Head pillow,White,16*1*1,16,AT74B,David,Receive,Put away
DrWE90FiWh,Drawer WENO 900 Filing White,Drawer,WENO,900,Filing,White,8*1*1,8,BO52H,Amy,Receive,Put away
PrSoA3MoBl,Printer Sonac A3 Mono Black,Printer,Sonac,A3,Mono,Black,16*1*1,16,AT12B,David,Receive,Put away
AlPH1416Wh,"All-in-one PH 14"" 16GB RAM White",All-in-one,PH,"14""",16GB RAM,White,16*1*1,16,AR97F,Sarah,Receive,Put away
CaWE12SlBl,Cabinet WENO 1200 Sliding Black,Cabinet,WENO,1200,Sliding,Black,8*1*1,8,CN49E,John,Receive,Put away
DrQE18FiWh,Drawer QEKI 1800 Filing White,Drawer,QEKI,1800,Filing,White,8*1*1,8,CI19G,Jane,Receive,Put away
AlRe1416Gr,"All-in-one Rezar 14"" 16GB RAM Grey",All-in-one,Rezar,"14""",16GB RAM,Grey,16*1*1,16,BJ97F,Emily,Receive,Put away
MoSu45MeNa,Mouse Susa 450 Mechanical Navi,Mouse,Susa,450,Mechanical,Navi,16*10*1,160,AY24H,Laura,Receive,Put away
KeHc27BlBl,Keyboard Hcetigol 270 Bluetooth Black,Keyboard,Hcetigol,270,Bluetooth,Black,16*10*1,160,AV60F,David,Receive,Put away
AlRe148GWh,"All-in-one Rezar 14"" 8GB RAM White",All-in-one,Rezar,"14""",8GB RAM,White,16*1*1,16,BL51C,Chris,Receive,Put away
PrReA4WiBl,Printer Rehtorb A4 Wifi Black,Printer,Rehtorb,A4,Wifi,Black,16*1*1,16,DQ55F,Emily,Receive,Put away
TaAE18AuBl,Table AEKI 1800 Auto Adjustable Black,Table,AEKI,1800,Auto Adjustable,Black,8*1*1,8,BX38B,Sarah,Receive,Put away
MoSu35MePi,Mouse Susa 350 Mechanical Pink,Mouse,Susa,350,Mechanical,Pink,16*10*1,160,AZ38C,Alex,Receive,Put away
LaSu14i7Wh,"Laptop Susa 14"" i7 White",Laptop,Susa,"14""",i7,White,16*1*1,16,DK70C,John,Receive,Put away
PeRe24HeGr,Pencil Reldeats 24 Hexagonal Grey,Pencil,Reldeats,24,Hexagonal,Grey,48*10*5,2400,BT57A,Mike,Receive,Put away
LaRe14i7Si,"Laptop Rezar 14"" i7 Silver",Laptop,Rezar,"14""",i7,Silver,16*1*1,16,AN67B,Chris,Receive,Put away
MoPH45MeWh,Mouse PH 450 Mechanical White,Mouse,PH,450,Mechanical,White,16*10*1,160,AV95H,Laura,Receive,Put away
GaOGLErGr,Gaming Chair OGAP L Ergonomic Grey,Gaming Chair,OGAP,L,Ergonomic,Grey,16*1*1,16,BP43G,David,Receive,Put away
NoGrA5ruWh,Notebook Graph A5 ruled White,Notebook,Graph,A5,ruled,White,48*10*5,2400,AF53E,Laura,Receive,Put away
AlRe14i5Bl,"All-in-one Rezar 14"" i5 Black",All-in-one,Rezar,"14""",i5,Black,16*1*1,16,CI36A,Alex,Receive,Put away
AlSu17i5Gr,"All-in-one Susa 17"" i5 Grey",All-in-one,Susa,"17""",i5,Grey,16*1*1,16,DN33G,Jane,Receive,Put away
LaPH1416Si,"Laptop PH 14"" 16GB RAM Silver",Laptop,PH,"14""",16GB RAM,Silver,16*1*1,16,BN20H,Alex,Receive,Put away
PrReA4WiWh,Printer Rehtorb A4 Wifi White,Printer,Rehtorb,A4,Wifi,White,16*1*1,16,DF19H,Amy,Receive,Put away
TaTR10AdWh,Table TRAMA 1000 Adjustable White,Table,TRAMA,1000,Adjustable,White,8*1*1,8,BT76C,Emily,Receive,Put away
DrQE18LoBl,Drawer QEKI 1800 Locker Black,Drawer,QEKI,1800,Locker,Black,8*1*1,8,AL65B,Emily,Receive,Put away
MoRe27MeNa,Mouse Rerar 270 Mechanical Navi,Mouse,Rerar,270,Mechanical,Navi,16*10*1,160,DJ61F,Chris,Receive,Put away
OfSEMAdWh,Office Chair SEWOL M Adjustable White,Office Chair,SEWOL,M,Adjustable,White,16*1*1,16,DT79C,Amy,Receive,Put away
SPGi24WaWh,SPen Gib 24 Watercolour White,SPen,Gib,24,Watercolour,White,48*10*5,2400,AY04B,David,Receive,Put away
GaSEMErGr,Gaming Chair SEWOL M Ergonomic Grey,Gaming Chair,SEWOL,M,Ergonomic,Grey,16*1*1,16,DM09G,Emily,Receive,Put away
AlOv17i5Gr,"All-in-one Ovonel 17"" i5 Grey",All-in-one,Ovonel,"17""",i5,Grey,16*1*1,16,DX40H,John,Receive,Put away
GaAESLeWh,Gaming Chair AEKI S Leather White,Gaming Chair,AEKI,S,Leather,White,16*1*1,16,DP68D,John,Receive,Put away
MoHc27MeBl,Mouse Hcetigol 270 Mechanical Black,Mouse,Hcetigol,270,Mechanical,Black,16*10*1,160,DP46F,Alex,Receive,Put away
AlPH17i7Wh,"All-in-one PH 17"" i7 White",All-in-one,PH,"17""",i7,White,16*1*1,16,CI71G,Mike,Receive,Put away
KeSu45MePi,Keyboard Susa 450 Mechanical Pink,Keyboard,Susa,450,Mechanical,Pink,16*10*1,160,BW29H,Jane,Receive,Put away
SPGi50SoBl,SPen Gib 50 Soluble Black,SPen,Gib,50,Soluble,Black,48*10*5,2400,AZ20D,John,Receive,Put away
AlRe1516Gr,"All-in-one Rezar 15"" 16GB RAM Grey",All-in-one,Rezar,"15""",16GB RAM,Grey,16*1*1,16,AK47A,Sarah,Receive,Put away
KeHc27ErBl,Keyboard Hcetigol 270 Ergonomic Black,Keyboard,Hcetigol,270,Ergonomic,Black,16*10*1,160,DV02E,Laura,Receive,Put away
MoPH45MePi,Mouse PH 450 Mechanical Pink,Mouse,PH,450,Mechanical,Pink,16*10*1,160,CX79C,Emily,Receive,Put away
NoExA3liGr,Notebook Excercise A3 line Grey,Notebook,Excercise,A3,line,Grey,48*10*5,2400,DJ36H,David,Receive,Put away
SPAl12WaPi,SPen Aloyarc 12 Watercolour Pink,SPen,Aloyarc,12,Watercolour,Pink,48*10*5,2400,BG25B,John,Receive,Put away
AlOv14i7Bl,"All-in-one Ovonel 14"" i7 Black",All-in-one,Ovonel,"14""",i7,Black,16*1*1,16,BH75B,Mike,Receive,Put away
CuTE12DoBe,Cupboard TEWOL 1200 Door Beige,Cupboard,TEWOL,1200,Door,Beige,8*1*1,8,AJ88B,Alex,Receive,Put away
GaOGMErPi,Gaming Chair OGAP M Ergonomic Pink,Gaming Chair,OGAP,M,Ergonomic,Pink,16*1*1,16,BQ96H,Mike,Receive,Put away
KeSu27WiWh,Keyboard Susa 270 Wireled White,Keyboard,Susa,270,Wireled,White,16*10*1,160,BO79H,Amy,Receive,Put away
TaCI10AuGr,Table CITSATNAF 1000 Auto Adjustable Grey,Table,CITSATNAF,1000,Auto Adjustable,Grey,8*1*1,8,DX25C,Emily,Receive,Put away
AlPH1716Si,"All-in-one PH 17"" 16GB RAM Silver",All-in-one,PH,"17""",16GB RAM,Silver,16*1*1,16,DN56G,David,Receive,Put away
CaRG90DoGr,Cabinet RGAP 900 Door Grey,Cabinet,RGAP,900,Door,Grey,8*1*1,8,DW68B,Jane,Receive,Put away
GaOGLAdPi,Gaming Chair OGAP L Adjustable Pink,Gaming Chair,OGAP,L,Adjustable,Pink,16*1*1,16,CM25G,Laura,Receive,Put away
LaRe15i7Wh,"Laptop Rezar 15"" i7 White",Laptop,Rezar,"15""",i7,White,16*1*1,16,BP95B,Alex,Receive,Put away
PrReA3WiBl,Printer Rehtorb A3 Wifi Black,Printer,Rehtorb,A3,Wifi,Black,16*1*1,16,DZ66F,Jane,Receive,Put away
TVYn50FHSi,"TV Ynos 50"" FHD Silver",TV,Ynos,"50""",FHD,Silver,8*1*1,8,AR39C,Chris,Receive,Put away
OfXELAdWh,Office Chair XENO L Adjustable White,Office Chair,XENO,L,Adjustable,White,16*1*1,16,DS37A,Sarah,Receive,Put away
TVGL42FHBl,"TV GL 42"" FHD Black",TV,GL,"42""",FHD,Black,8*1*1,8,BN82F,Mike,Receive,Put away
KeRe27WiNa,Keyboard Rerar 270 Wireled Navi,Keyboard,Rerar,270,Wireled,Navi,16*10*1,160,AS30D,David,Receive,Put away
GaSEMAdBl,Gaming Chair SEWOL M Adjustable Black,Gaming Chair,SEWOL,M,Adjustable,Black,16*1*1,16,AN53E,Amy,Receive,Put away
TaTR18FrWh,Table TRAMA 1800 Frame White,Table,TRAMA,1800,Frame,White,8*1*1,8,AK77A,Amy,Receive,Put away
NoExA3liBl,Notebook Excercise A3 line Black,Notebook,Excercise,A3,line,Black,48*10*5,2400,AT34G,Emily,Receive,Put away
CuTE12FiBe,Cupboard TEWOL 1200 Filing Beige,Cupboard,TEWOL,1200,Filing,Beige,8*1*1,8,DQ16A,David,Receive,Put away
MoHc27BlBl,Mouse Hcetigol 270 Bluetooth Black,Mouse,Hcetigol,270,Bluetooth,Black,16*10*1,160,AX46F,Mike,Receive,Put away
MoRe27WiNa,Mouse Rerar 270 Wireled Navi,Mouse,Rerar,270,Wireled,Navi,16*10*1,160,DJ05F,Amy,Receive,Put away
LaSu1716Gr,"Laptop Susa 17"" 16GB RAM Grey",Laptop,Susa,"17""",16GB RAM,Grey,16*1*1,16,AN27D,Chris,Receive,Put away
TaAE18FrSi,Table AEKI 1800 Frame Silver,Table,AEKI,1800,Frame,Silver,8*1*1,8,AM65G,John,Receive,Put away
KeHc35WiNa,Keyboard Hcetigol 350 Wireled Navi,Keyboard,Hcetigol,350,Wireled,Navi,16*10*1,160,BN25B,Mike,Receive,Put away
SPAl12SoPi,SPen Aloyarc 12 Soluble Pink,SPen,Aloyarc,12,Soluble,Pink,48*10*5,2400,DZ85D,Emily,Receive,Put away
TVGn75S4Bl,"TV Gnusmag 75"" S4K Black",TV,Gnusmag,"75""",S4K,Black,8*1*1,8,BN44B,Amy,Receive,Put away
NoScA4doGr,Notebook Scrap A4 dot Grey,Notebook,Scrap,A4,dot,Grey,48*10*5,2400,CF53H,John,Receive,Put away
AlRe158GWh,"All-in-one Rezar 15"" 8GB RAM White",All-in-one,Rezar,"15""",8GB RAM,White,16*1*1,16,AL09H,John,Receive,Put away
KeHc35WiBl,Keyboard Hcetigol 350 Wireled Black,Keyboard,Hcetigol,350,Wireled,Black,16*10*1,160,AO83C,Chris,Receive,Put away
TVEs754KBl,"TV Esnesih 75"" 4K Black",TV,Esnesih,"75""",4K,Black,8*1*1,8,AY21C,Alex,Receive,Put away
TaCI10AuBl,Table CITSATNAF 1000 Auto Adjustable Black,Table,CITSATNAF,1000,Auto Adjustable,Black,8*1*1,8,DL85A,Laura,Receive,Put away
PrReA2WiMi,Printer Rehtorb A2 Wifi Mix,Printer,Rehtorb,A2,Wifi,Mix,16*1*1,16,CV20G,Amy,Receive,Put away
KeSu45BlBl,Keyboard Susa 450 Bluetooth Black,Keyboard,Susa,450,Bluetooth,Black,16*10*1,160,AQ66B,Jane,Receive,Put away
KePH27MeNa,Keyboard PH 270 Mechanical Navi,Keyboard,PH,270,Mechanical,Navi,16*10*1,160,CT56G,Emily,Receive,Put away
TVGn42SFWh,"TV Gnusmag 42"" SFHD White",TV,Gnusmag,"42""",SFHD,White,8*1*1,8,BW19B,Jane,Receive,Put away
LaSu1716Gr,"Laptop Susa 17"" 16GB RAM Grey",Laptop,Susa,"17""",16GB RAM,Grey,16*1*1,16,AN12C,Jane,Receive,Put away
TVEs654KSi,"TV Esnesih 65"" 4K Silver",TV,Esnesih,"65""",4K,Silver,8*1*1,8,DR67D,Alex,Receive,Put away
TVGL32S4Gr,"TV GL 32"" S4K Grey",TV,GL,"32""",S4K,Grey,8*1*1,8,DU46G,Chris,Receive,Put away
OfSELErPi,Office Chair SEWOL L Ergonomic Pink,Office Chair,SEWOL,L,Ergonomic,Pink,16*1*1,16,AI92D,Jane,Receive,Put away
AlPH1416Bl,"All-in-one PH 14"" 16GB RAM Black",All-in-one,PH,"14""",16GB RAM,Black,16*1*1,16,AS13E,David,Receive,Put away
AlSu158GSi,"All-in-one Susa 15"" 8GB RAM Silver",All-in-one,Susa,"15""",8GB RAM,Silver,16*1*1,16,BO06A,Chris,Receive,Put away
TVGn75S4Gr,"TV Gnusmag 75"" S4K Grey",TV,Gnusmag,"75""",S4K,Grey,8*1*1,8,BF65D,David,Receive,Put away
CuWE90DoBl,Cupboard WENO 900 Door Black,Cupboard,WENO,900,Door,Black,8*1*1,8,DO03E,John,Receive,Put away
PrNoA2MoWh,Printer Nospe A2 Mono White,Printer,Nospe,A2,Mono,White,16*1*1,16,DW76F,David,Receive,Put away
MoSu27BlNa,Mouse Susa 270 Bluetooth Navi,Mouse,Susa,270,Bluetooth,Navi,16*10*1,160,AH55F,Sarah,Receive,Put away
TVYn754KWh,"TV Ynos 75"" 4K White",TV,Ynos,"75""",4K,White,8*1*1,8,DK49D,Sarah,Receive,Put away
CaTE18FiBe,Cabinet TEWOL 1800 Filing Beige,Cabinet,TEWOL,1800,Filing,Beige,8*1*1,8,DO66E,Alex,Receive,Put away
SPNa12SoWh,SPen Nalin 12 Soluble White,SPen,Nalin,12,Soluble,White,48*10*5,2400,AQ25H,Jane,Receive,Put away
LaYn1516Bl,"Laptop Ynos 15"" 16GB RAM Black",Laptop,Ynos,"15""",16GB RAM,Black,16*1*1,16,AW79F,Emily,Receive,Put away
LaSu1516Wh,"Laptop Susa 15"" 16GB RAM White",Laptop,Susa,"15""",16GB RAM,White,16*1*1,16,AW53C,Chris,Receive,Put away
DrRG18DoGr,Drawer RGAP 1800 Door Grey,Drawer,RGAP,1800,Door,Grey,8*1*1,8,BX81B,Chris,Receive,Put away
OfAESHePi,Office Chair AEKI S Head pillow Pink,Office Chair,AEKI,S,Head pillow,Pink,16*1*1,16,DN74E,Alex,Receive,Put away
TVYn75SFBl,"TV Ynos 75"" SFHD Black",TV,Ynos,"75""",SFHD,Black,8*1*1,8,BK45C,David,Receive,Put away
MoRe45WiWh,Mouse Rerar 450 Wireled White,Mouse,Rerar,450,Wireled,White,16*10*1,160,AK64H,Mike,Receive,Put away
PrReA3WiBl,Printer Rehtorb A3 Wifi Black,Printer,Rehtorb,A3,Wifi,Black,16*1*1,16,CV65G,Sarah,Receive,Put away
TVGn32S4Si,"TV Gnusmag 32"" S4K Silver",TV,Gnusmag,"32""",S4K,Silver,8*1*1,8,BY37G,Laura,Receive,Put away
AlSu1432Bl,"All-in-one Susa 14"" 32GB RAM Black",All-in-one,Susa,"14""",32GB RAM,Black,16*1*1,16,AX77B,Chris,Receive,Put away
PrSoA4LaBl,Printer Sonac A4 Laser Black,Printer,Sonac,A4,Laser,Black,16*1*1,16,CL60H,Chris,Receive,Put away
AlRe1716Si,"All-in-one Rezar 17"" 16GB RAM Silver",All-in-one,Rezar,"17""",16GB RAM,Silver,16*1*1,16,DK17F,Laura,Receive,Put away
PrNoA3LaMi,Printer Nospe A3 Laser Mix,Printer,Nospe,A3,Laser,Mix,16*1*1,16,CY93C,Laura,Receive,Put away
CaWE12SlWh,Cabinet WENO 1200 Sliding White,Cabinet,WENO,1200,Sliding,White,8*1*1,8,AL67G,Amy,Receive,Put away
PrReA3LaBl,Printer Rehtorb A3 Laser Black,Printer,Rehtorb,A3,Laser,Black,16*1*1,16,DW74C,Laura,Receive,Put away
LaYn1432Bl,"Laptop Ynos 14"" 32GB RAM Black",Laptop,Ynos,"14""",32GB RAM,Black,16*1*1,16,AN51D,Chris,Receive,Put away
CaQE90DoBe,Cabinet QEKI 900 Door Beige,Cabinet,QEKI,900,Door,Beige,8*1*1,8,DW52D,Emily,Receive,Put away
CaWE90FiGr,Cabinet WENO 900 Filing Grey,Cabinet,WENO,900,Filing,Grey,8*1*1,8,CQ70C,Emily,Receive,Put away
LaRe1716Si,"Laptop Rezar 17"" 16GB RAM Silver",Laptop,Rezar,"17""",16GB RAM,Silver,16*1*1,16,AW10B,Laura,Receive,Put away
MoPH27ErPi,Mouse PH 270 Ergonomic Pink,Mouse,PH,270,Ergonomic,Pink,16*10*1,160,AP02H,Emily,Receive,Put away
PeAl24SoWh,Pencil Aloyarc 24 Soluble White,Pencil,Aloyarc,24,Soluble,White,48*10*5,2400,BQ38B,Jane,Receive,Put away
OfSEMAdBl,Office Chair SEWOL M Adjustable Black,Office Chair,SEWOL,M,Adjustable,Black,16*1*1,16,AN38B,Chris,Receive,Put away
TaTR10FrBl,Table TRAMA 1000 Frame Black,Table,TRAMA,1000,Frame,Black,8*1*1,8,CS44B,John,Receive,Put away
MoRe35MeBl,Mouse Rerar 350 Mechanical Black,Mouse,Rerar,350,Mechanical,Black,16*10*1,160,DR14C,Amy,Receive,Put away
LaYn14i5Bl,"Laptop Ynos 14"" i5 Black",Laptop,Ynos,"14""",i5,Black,16*1*1,16,AL27D,Laura,Receive,Put away
MoPH27BlBl,Mouse PH 270 Bluetooth Black,Mouse,PH,270,Bluetooth,Black,16*10*1,160,AL80E,Jane,Receive,Put away
MoSu35MePi,Mouse Susa 350 Mechanical Pink,Mouse,Susa,350,Mechanical,Pink,16*10*1,160,CF62G,Chris,Receive,Put away
NoGrA5liWh,Notebook Graph A5 line White,Notebook,Graph,A5,line,White,48*10*5,2400,AX15H,Sarah,Receive,Put away
MoSu35BlNa,Mouse Susa 350 Bluetooth Navi,Mouse,Susa,350,Bluetooth,Navi,16*10*1,160,AM23A,Amy,Receive,Put away
