Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,To,Customer,Task
CuWE12LoBl,Cupboard WENO 1200 Locker Black,Cupboard,WENO,1200,Locker,Black,8*1*1,7,CY88B,Jane,Despatch,30092,Pick
MoPH35WiPi,Mouse PH 350 Wireled Pink,Mouse,PH,350,Wireled,Pink,16*10*1,160,DU95F,Amy,Despatch,30047,Pick
NoMuA3doWh,Notebook Music A3 dot White,Notebook,Music,A3,dot,White,48*10*5,2400,DI30G,Chris,Despatch,30088,Pick
AlSu14i5Si,"All-in-one Susa 14"" i5 Silver",All-in-one,Susa,"14""",i5,Silver,16*1*1,16,DO75C,Emily,Despatch,30008,Pick
DrQE90SlGr,Drawer QEKI 900 Sliding Grey,Drawer,QEKI,900,Sliding,Grey,8*1*1,3,AZ07H,Alex,Despatch,30047,Pick
LaOv1416Si,"Laptop Ovonel 14"" 16GB RAM Silver",Laptop,Ovonel,"14""",16GB RAM,Silver,16*1*1,16,DY08B,Mike,Despatch,30034,Pick
CaWE18DoBe,Cabinet WENO 1800 Door Beige,Cabinet,WENO,1800,Door,Beige,8*1*1,7,BP92C,Jane,Despatch,30098,Pick
NoGrA5ruGr,Notebook Graph A5 ruled Grey,Notebook,Graph,A5,ruled,Grey,48*10*5,1849,AU07E,Mike,Despatch,30021,Pick
AlPH148GGr,"All-in-one PH 14"" 8GB RAM Grey",All-in-one,PH,"14""",8GB RAM,Grey,16*1*1,3,AO74C,Alex,Despatch,30063,Pick
KeHc45MePi,Keyboard Hcetigol 450 Mechanical Pink,Keyboard,Hcetigol,450,Mechanical,Pink,16*10*1,160,AM24G,Emily,Despatch,30033,Pick
TaAE15AdSi,Table AEKI 1500 Adjustable Silver,Table,AEKI,1500,Adjustable,Silver,8*1*1,8,BQ57A,Mike,Despatch,30024,Pick
TVGn654KGr,"TV Gnusmag 65"" 4K Grey",TV,Gnusmag,"65""",4K,Grey,8*1*1,8,BM17A,Amy,Despatch,30054,Pick
OfOGMErWh,Office Chair OGAP M Ergonomic White,Office Chair,OGAP,M,Ergonomic,White,16*1*1,16,BX19G,Jane,Despatch,30026,Pick
CuWE12FiBl,Cupboard WENO 1200 Filing Black,Cupboard,WENO,1200,Filing,Black,8*1*1,2,BN28F,Amy,Despatch,30069,Pick
CaRG12LoBl,Cabinet RGAP 1200 Locker Black,Cabinet,RGAP,1200,Locker,Black,8*1*1,3,AG70E,Laura,Despatch,30013,Pick
AlPH14i7Gr,"All-in-one PH 14"" i7 Grey",All-in-one,PH,"14""",i7,Grey,16*1*1,5,DM38E,Chris,Despatch,30047,Pick
TaTR15AuGr,Table TRAMA 1500 Auto Adjustable Grey,Table,TRAMK,1500,Auto Adjustable,Grey,8*1*1,5,DI79D,Mike,Despatch,30088,Pick
GaSELHeWh,Gaming Chair SEWOL L Head pillow White,Gaming Chair,SEWOL,L,Head pillow,White,16*1*1,16,DG59B,John,Despatch,30068,Pick
AlRe158GGr,"All-in-one Rezar 15"" 8GB RAM Grey",All-in-one,Rezar,"15""",8GB RAM,Grey,16*1*1,16,DR01H,Chris,Despatch,30075,Pick
PeGi50HePi,Pencil Gib 50 Hexagonal Pink,Pencil,Gib,50,Hexagonal,Pink,48*10*5,1726,DO86E,Alex,Despatch,30030,Pick
DrTE90SlWh,Drawer TEWOL 900 Sliding White,Drawer,TEWOL,900,Sliding,White,8*1*1,8,BH45H,David,Despatch,30035,Pick
LaRe15i5Gr,"Laptop Rezar 15"" i5 Grey",Laptop,Rezar,"15""",i5,Grey,16*1*1,16,BM62E,Alex,Despatch,30071,Pick
PeRe24SoBl,Pencil Reldeats 24 Soluble Black,Pencil,Reldeats,24,Soluble,Black,48*10*5,751,DJ95G,Chris,Despatch,30011,Pick
AlPH1432Gr,"All-in-one PH 14"" 32GB RAM Grey",All-in-one,PH,"14""",32GB RAM,Grey,16*1*1,16,CL31E,Amy,Despatch,30081,Pick
AlYn1732Si,"All-in-one Ynos 17"" 32GB RAM Silver",All-in-one,Ynos,"17""",32GB RAM,Silver,16*1*1,10,DW88G,Jane,Despatch,30005,Pick
SPNa24WaBl,SPen Nalin 24 Watercolour Black,SPen,Nalin,24,Watercolour,Black,48*10*5,1385,AH37H,Sarah,Despatch,30063,Pick
CuQE90LoBl,Cupboard QEKI 900 Locker Black,Cupboard,QEKI,900,Locker,Black,8*1*1,8,CH97A,Emily,Despatch,30030,Pick
NoExA5liWh,Notebook Excercise A5 line White,Notebook,Excercise,A5,line,White,48*10*5,2400,CS87C,John,Despatch,30057,Pick
CaQE12LoGr,Cabinet QEKI 1200 Locker Grey,Cabinet,QEKI,1200,Locker,Grey,8*1*1,3,CZ69G,Jane,Despatch,30002,Pick
CuWE12LoBl,Cupboard WENO 1200 Locker Black,Cupboard,WENO,1200,Locker,Black,8*1*1,8,DN57E,Emily,Despatch,30091,Pick
PrNoA3InBl,Printer Nospe A3 Inkjet Black,Printer,Nospe,A3,Inkjet,Black,16*1*1,12,BS25C,Amy,Despatch,30021,Pick
SPNa24HeWh,SPen Nalin 24 Hexagonal White,SPen,Nalin,24,Hexagonal,White,48*10*5,2400,DP30G,Sarah,Despatch,30004,Pick
OfAELLeGr,Office Chair AEKI L Leather Grey,Office Chair,AEKI,L,Leather,Grey,16*1*1,4,DF92B,David,Despatch,30041,Pick
TVYn32FHWh,"TV Ynos 32"" FHD White",TV,Ynos,"32""",FHD,White,8*1*1,4,DK86A,Sarah,Despatch,30017,Pick
AlRe17i7Gr,"All-in-one Rezar 17"" i7 Grey",All-in-one,Rezar,"17""",i7,Grey,16*1*1,5,DN59A,Emily,Despatch,30043,Pick
CaQE12FiGr,Cabinet QEKI 1200 Filing Grey,Cabinet,QEKI,1200,Filing,Grey,8*1*1,6,DM19C,Amy,Despatch,30013,Pick
CuRG12FiWh,Cupboard RGAP 1200 Filing White,Cupboard,RGAP,1200,Filing,White,8*1*1,8,CO17F,Jane,Despatch,30013,Pick
OfSELAdGr,Office Chair SEWOL L Adjustable Grey,Office Chair,SEWOL,L,Adjustable,Grey,16*1*1,16,AO03A,John,Despatch,30011,Pick
TVYn75SFSi,"TV Ynos 75"" SFHD Silver",TV,Ynos,"75""",SFHD,Silver,8*1*1,8,AN31A,Emily,Despatch,30073,Pick
DrTE90LoGr,Drawer TEWOL 900 Locker Grey,Drawer,TEWOL,900,Locker,Grey,8*1*1,8,AT12A,Jane,Despatch,30096,Pick
TVYn32SFWh,"TV Ynos 32"" SFHD White",TV,Ynos,"32""",SFHD,White,8*1*1,8,CN41B,Sarah,Despatch,30045,Pick
LaSu14i7Gr,"Laptop Susa 14"" i7 Grey",Laptop,Susa,"14""",i7,Grey,16*1*1,16,AL90C,Amy,Despatch,30051,Pick
TVEs654KWh,"TV Esnesih 65"" 4K White",TV,Esnesih,"65""",4K,White,8*1*1,8,CH21E,David,Despatch,30032,Pick
PrReA4AlWh,Printer Rehtorb A4 All-in-one White,Printer,Rehtorb,A4,All-in-one,White,16*1*1,2,DL59D,David,Despatch,30090,Pick
TVYn75SFBl,"TV Ynos 75"" SFHD Black",TV,Ynos,"75""",SFHD,Black,8*1*1,8,AZ07E,Sarah,Despatch,30047,Pick
NoGrA5ruWh,Notebook Graph A5 ruled White,Notebook,Graph,A5,ruled,White,48*10*5,2400,AG84D,John,Despatch,30015,Pick
PeGi24SoPi,Pencil Gib 24 Soluble Pink,Pencil,Gib,24,Soluble,Pink,48*10*5,2400,AP74G,Jane,Despatch,30059,Pick
LaSu15i5Gr,"Laptop Susa 15"" i5 Grey",Laptop,Susa,"15""",i5,Grey,16*1*1,16,DS35F,Mike,Despatch,30052,Pick
TVEs65S4Bl,"TV Esnesih 65"" S4K Black",TV,Esnesih,"65""",S4K,Black,8*1*1,2,BR84G,Amy,Despatch,30055,Pick
CuRG18LoBe,Cupboard RGAP 1800 Locker Beige,Cupboard,RGAP,1800,Locker,Beige,8*1*1,2,AI09D,David,Despatch,30088,Pick
AlPH14i5Wh,"All-in-one PH 14"" i5 White",All-in-one,PH,"14""",i5,White,16*1*1,1,AN71A,David,Despatch,30028,Pick
TVEs504KGr,"TV Esnesih 50"" 4K Grey",TV,Esnesih,"50""",4K,Grey,8*1*1,7,AY75C,Emily,Despatch,30057,Pick
AlSu15i7Gr,"All-in-one Susa 15"" i7 Grey",All-in-one,Susa,"15""",i7,Grey,16*1*1,3,CJ04E,John,Despatch,30096,Pick
LaOv14i5Bl,"Laptop Ovonel 14"" i5 Black",Laptop,Ovonel,"14""",i5,Black,16*1*1,16,CH52H,Mike,Despatch,30037,Pick
GaOGLAdGr,Gaming Chair OGAP L Adjustable Grey,Gaming Chair,OGAP,L,Adjustable,Grey,16*1*1,16,AK39B,Laura,Despatch,30045,Pick
CuWE90SlWh,Cupboard WENO 900 Sliding White,Cupboard,WENO,900,Sliding,White,8*1*1,8,CU59D,David,Despatch,30086,Pick
OfOGLLeGr,Office Chair OGAP L Leather Grey,Office Chair,OGAP,L,Leather,Grey,16*1*1,16,AX75E,Jane,Despatch,30035,Pick
LaPH17i7Bl,"Laptop PH 17"" i7 Black",Laptop,PH,"17""",i7,Black,16*1*1,16,CO83G,Mike,Despatch,30034,Pick
LaRe158GWh,"Laptop Rezar 15"" 8GB RAM White",Laptop,Rezar,"15""",8GB RAM,White,16*1*1,16,DI24F,Alex,Despatch,30048,Pick
CuTE90DoBe,Cupboard TEWOL 900 Door Beige,Cupboard,TEWOL,900,Door,Beige,8*1*1,8,AQ43H,Mike,Despatch,30058,Pick
TVYn65SFGr,"TV Ynos 65"" SFHD Grey",TV,Ynos,"65""",SFHD,Grey,8*1*1,6,CT26A,Mike,Despatch,30073,Pick
CuRG18DoBl,Cupboard RGAP 1800 Door Black,Cupboard,RGAP,1800,Door,Black,8*1*1,8,DK48A,Alex,Despatch,30090,Pick
CaRG90DoBe,Cabinet RGAP 900 Door Beige,Cabinet,RGAP,900,Door,Beige,8*1*1,6,BI77F,Emily,Despatch,30063,Pick
SPGi24WaWh,SPen Gib 24 Watercolour White,SPen,Gib,24,Watercolour,White,48*10*5,2400,BW28B,Jane,Despatch,30012,Pick
TaTR10FrGr,Table TRAMK 1000 Frame Grey,Table,TRAMK,1000,Frame,Grey,8*1*1,8,CH62D,Mike,Despatch,30055,Pick
NoMuA3doWh,Notebook Music A3 dot White,Notebook,Music,A3,dot,White,48*10*5,2029,AF54A,Emily,Despatch,30036,Pick
MoHc27BlPi,Mouse Hcetigol 270 Bluetooth Pink,Mouse,Hcetigol,270,Bluetooth,Pink,16*10*1,160,BQ35H,Amy,Despatch,30020,Pick
DrQE12LoGr,Drawer QEKI 1200 Locker Grey,Drawer,QEKI,1200,Locker,Grey,8*1*1,8,CS97E,Jane,Despatch,30046,Pick
GaAESHePi,Gaming Chair AEKI S Head pillow Pink,Gaming Chair,AEKI,S,Head pillow,Pink,16*1*1,16,BN37D,Laura,Despatch,30064,Pick
SPRe50WaPi,SPen Reldeats 50 Watercolour Pink,SPen,Reldeats,50,Watercolour,Pink,48*10*5,2022,AL37F,Alex,Despatch,30050,Pick
TaTR15WoBl,Table TRAMK 1500 Workstation Black,Table,TRAMK,1500,Workstation,Black,8*1*1,8,BZ03D,Mike,Despatch,30042,Pick
PeAl24HeBl,Pencil Aloyarc 24 Hexagonal Black,Pencil,Aloyarc,24,Hexagonal,Black,48*10*5,1166,BY60B,Chris,Despatch,30096,Pick
GaXEMErBl,Gaming Chair XENO M Ergonomic Black,Gaming Chair,XENO,M,Ergonomic,Black,16*1*1,16,AM80G,Amy,Despatch,30073,Pick
TaTR18AuWh,Table TRAMA 1800 Auto Adjustable White,Table,TRAMA,1800,Auto Adjustable,White,8*1*1,1,CY24F,Amy,Despatch,30005,Pick
NoMuA5doWh,Notebook Music A5 dot White,Notebook,Music,A5,dot,White,48*10*5,1913,CQ30D,Alex,Despatch,30058,Pick
KePH35WiNa,Keyboard PH 350 Wireled Navi,Keyboard,PH,350,Wireled,Navi,16*10*1,160,DT40C,John,Despatch,30007,Pick
DrQE18SlGr,Drawer QEKI 1800 Sliding Grey,Drawer,QEKI,1800,Sliding,Grey,8*1*1,8,CT77B,John,Despatch,30089,Pick
TaCI15WoWh,Table CITSATNAF 1500 Workstation White,Table,CITSATNAF,1500,Workstation,White,8*1*1,7,DJ28C,Laura,Despatch,30015,Pick
TVYn75SFBl,"TV Ynos 75"" SFHD Black",TV,Ynos,"75""",SFHD,Black,8*1*1,8,AF69F,David,Despatch,30077,Pick
OfAELAdBl,Office Chair AEKI L Adjustable Black,Office Chair,AEKI,L,Adjustable,Black,16*1*1,16,BV38A,Chris,Despatch,30026,Pick
CaQE18LoBl,Cabinet QEKI 1800 Locker Black,Cabinet,QEKI,1800,Locker,Black,8*1*1,4,AQ17H,Emily,Despatch,30043,Pick
AlPH1432Wh,"All-in-one PH 14"" 32GB RAM White",All-in-one,PH,"14""",32GB RAM,White,16*1*1,12,AO82G,John,Despatch,30082,Pick
GaSESErPi,Gaming Chair SEWOL S Ergonomic Pink,Gaming Chair,SEWOL,S,Ergonomic,Pink,16*1*1,16,DW88F,Chris,Despatch,30038,Pick
LaPH14i5Gr,"Laptop PH 14"" i5 Grey",Laptop,PH,"14""",i5,Grey,16*1*1,16,DF69F,Jane,Despatch,30096,Pick
LaOv1432Si,"Laptop Ovonel 14"" 32GB RAM Silver",Laptop,Ovonel,"14""",32GB RAM,Silver,16*1*1,16,BP38G,John,Despatch,30080,Pick
CaWE18SlGr,Cabinet WENO 1800 Sliding Grey,Cabinet,WENO,1800,Sliding,Grey,8*1*1,2,CW18F,Sarah,Despatch,30012,Pick
TVEs32FHBl,"TV Esnesih 32"" FHD Black",TV,Esnesih,"32""",FHD,Black,8*1*1,8,AU42E,Chris,Despatch,30082,Pick
DrWE12FiBl,Drawer WENO 1200 Filing Black,Drawer,WENO,1200,Filing,Black,8*1*1,7,BF37H,Alex,Despatch,30029,Pick
GaAELHeGr,Gaming Chair AEKI L Head pillow Grey,Gaming Chair,AEKI,L,Head pillow,Grey,16*1*1,9,CG10E,Sarah,Despatch,30031,Pick
TVGn32FHBl,"TV Gnusmag 32"" FHD Black",TV,Gnusmag,"32""",FHD,Black,8*1*1,8,CX21E,Emily,Despatch,30070,Pick
TaCI15AuGr,Table CITSATNAF 1500 Auto Adjustable Grey,Table,CITSATNAF,1500,Auto Adjustable,Grey,8*1*1,8,DV34H,Jane,Despatch,30024,Pick
CaRG12FiGr,Cabinet RGAP 1200 Filing Grey,Cabinet,RGAP,1200,Filing,Grey,8*1*1,6,CQ84D,Laura,Despatch,30001,Pick
DrWE12FiGr,Drawer WENO 1200 Filing Grey,Drawer,WENO,1200,Filing,Grey,8*1*1,1,CN67E,Laura,Despatch,30099,Pick
AlRe1516Wh,"All-in-one Rezar 15"" 16GB RAM White",All-in-one,Rezar,"15""",16GB RAM,White,16*1*1,16,DJ73C,David,Despatch,30014,Pick
SPAl50SoGr,SPen Aloyarc 50 Soluble Grey,SPen,Aloyarc,50,Soluble,Grey,48*10*5,2400,BJ61A,Laura,Despatch,30072,Pick
TaAE18AuBl,Table AEKI 1800 Auto Adjustable Black,Table,AEKI,1800,Auto Adjustable,Black,8*1*1,8,BX38B,Mike,Despatch,30082,Pick
AlYn17i7Bl,"All-in-one Ynos 17"" i7 Black",All-in-one,Ynos,"17""",i7,Black,16*1*1,16,DY73G,Jane,Despatch,30010,Pick
SPAl24SoBl,SPen Aloyarc 24 Soluble Black,SPen,Aloyarc,24,Soluble,Black,48*10*5,767,CY28E,Emily,Despatch,30046,Pick
TaAE10FrSi,Table AEKI 1000 Frame Silver,Table,AEKI,1000,Frame,Silver,8*1*1,8,CR03E,Laura,Despatch,30074,Pick
AlSu148GSi,"All-in-one Susa 14"" 8GB RAM Silver",All-in-one,Susa,"14""",8GB RAM,Silver,16*1*1,16,CQ79H,Sarah,Despatch,30074,Pick
TVYn65SFWh,"TV Ynos 65"" SFHD White",TV,Ynos,"65""",SFHD,White,8*1*1,8,AX55F,Mike,Despatch,30010,Pick
AlSu17i7Wh,"All-in-one Susa 17"" i7 White",All-in-one,Susa,"17""",i7,White,16*1*1,16,AJ14A,Amy,Despatch,30027,Pick
AlOv14i7Bl,"All-in-one Ovonel 14"" i7 Black",All-in-one,Ovonel,"14""",i7,Black,16*1*1,16,DX94B,Chris,Despatch,30061,Pick
CaQE12FiBl,Cabinet QEKI 1200 Filing Black,Cabinet,QEKI,1200,Filing,Black,8*1*1,8,DL91C,Alex,Despatch,30098,Pick
CuRG12DoBl,Cupboard RGAP 1200 Door Black,Cupboard,RGAP,1200,Door,Black,8*1*1,2,CF02C,David,Despatch,30060,Pick
AlYn158GGr,"All-in-one Ynos 15"" 8GB RAM Grey",All-in-one,Ynos,"15""",8GB RAM,Grey,16*1*1,11,AW69G,Chris,Despatch,30040,Pick
TaAE15WoWh,Table AEKI 1500 Workstation White,Table,AEKI,1500,Workstation,White,8*1*1,2,CQ16G,David,Despatch,30082,Pick
MoRe35WiPi,Mouse Rerar 350 Wireled Pink,Mouse,Rerar,350,Wireled,Pink,16*10*1,111,CP61F,Laura,Despatch,30023,Pick
LaPH17i7Wh,"Laptop PH 17"" i7 White",Laptop,PH,"17""",i7,White,16*1*1,9,CN16F,Mike,Despatch,30087,Pick
KeSu35MePi,Keyboard Susa 350 Mechanical Pink,Keyboard,Susa,350,Mechanical,Pink,16*10*1,160,DO32C,Amy,Despatch,30088,Pick
MoHc35MePi,Mouse Hcetigol 350 Mechanical Pink,Mouse,Hcetigol,350,Mechanical,Pink,16*10*1,160,AJ10H,Amy,Despatch,30019,Pick
AlSu1416Si,"All-in-one Susa 14"" 16GB RAM Silver",All-in-one,Susa,"14""",16GB RAM,Silver,16*1*1,16,BQ94F,Mike,Despatch,30033,Pick
MoRe35ErWh,Mouse Rerar 350 Ergonomic White,Mouse,Rerar,350,Ergonomic,White,16*10*1,101,DS80E,Amy,Despatch,30068,Pick
PeAl24SoPi,Pencil Aloyarc 24 Soluble Pink,Pencil,Aloyarc,24,Soluble,Pink,48*10*5,1133,CY03E,Jane,Despatch,30028,Pick
LaYn158GSi,"Laptop Ynos 15"" 8GB RAM Silver",Laptop,Ynos,"15""",8GB RAM,Silver,16*1*1,16,DP50C,Jane,Despatch,30054,Pick
GaSELErPi,Gaming Chair SEWOL L Ergonomic Pink,Gaming Chair,SEWOL,L,Ergonomic,Pink,16*1*1,16,CF44B,Laura,Despatch,30064,Pick
CaWE90LoBe,Cabinet WENO 900 Locker Beige,Cabinet,WENO,900,Locker,Beige,8*1*1,5,AL56A,Sarah,Despatch,30095,Pick
OfXEMLeBl,Office Chair XENO M Leather Black,Office Chair,XENO,M,Leather,Black,16*1*1,16,DM16E,Alex,Despatch,30045,Pick
TVGn75FHSi,"TV Gnusmag 75"" FHD Silver",TV,Gnusmag,"75""",FHD,Silver,8*1*1,3,DT24E,Jane,Despatch,30076,Pick
PrNoA2LaMi,Printer Nospe A2 Laser Mix,Printer,Nospe,A2,Laser,Mix,16*1*1,2,BZ77C,Jane,Despatch,30049,Pick
PrSoA4LaBl,Printer Sonac A4 Laser Black,Printer,Sonac,A4,Laser,Black,16*1*1,4,BM49B,Amy,Despatch,30085,Pick
CaWE18FiGr,Cabinet WENO 1800 Filing Grey,Cabinet,WENO,1800,Filing,Grey,8*1*1,6,DG33H,Laura,Despatch,30018,Pick
TVYn42FHGr,"TV Ynos 42"" FHD Grey",TV,Ynos,"42""",FHD,Grey,8*1*1,3,DQ14G,Alex,Despatch,30082,Pick
PrReA2AlWh,Printer Rehtorb A2 All-in-one White,Printer,Rehtorb,A2,All-in-one,White,16*1*1,12,CO68G,John,Despatch,30034,Pick
MoPH27MeWh,Mouse PH 270 Mechanical White,Mouse,PH,270,Mechanical,White,16*10*1,160,DT31C,Amy,Despatch,30035,Pick
PrNoA3InMi,Printer Nospe A3 Inkjet Mix,Printer,Nospe,A3,Inkjet,Mix,16*1*1,15,DO20B,Laura,Despatch,30036,Pick
PrSoA4InWh,Printer Sonac A4 Inkjet White,Printer,Sonac,A4,Inkjet,White,16*1*1,3,CR84F,Laura,Despatch,30005,Pick
TaTR15WoSi,Table TRAMA 1500 Workstation Silver,Table,TRAMA,1500,Workstation,Silver,8*1*1,8,BG14C,Jane,Despatch,30029,Pick
NoGrA5doWh,Notebook Graph A5 dot White,Notebook,Graph,A5,dot,White,48*10*5,713,AT86B,Mike,Despatch,30025,Pick
NoExA3ruSi,Notebook Excercise A3 ruled Silver,Notebook,Excercise,A3,ruled,Silver,48*10*5,2400,AN14B,Alex,Despatch,30003,Pick
PeAl12HeWh,Pencil Aloyarc 12 Hexagonal White,Pencil,Aloyarc,12,Hexagonal,White,48*10*5,2400,DG54C,Amy,Despatch,30066,Pick
TVEs324KSi,"TV Esnesih 32"" 4K Silver",TV,Esnesih,"32""",4K,Silver,8*1*1,8,AW22H,Chris,Despatch,30098,Pick
AlPH1532Wh,"All-in-one PH 15"" 32GB RAM White",All-in-one,PH,"15""",32GB RAM,White,16*1*1,6,AR61A,John,Despatch,30045,Pick
TaTR18AdWh,Table TRAMA 1800 Adjustable White,Table,TRAMA,1800,Adjustable,White,8*1*1,7,BK50C,Emily,Despatch,30001,Pick
TVEs65FHWh,"TV Esnesih 65"" FHD White",TV,Esnesih,"65""",FHD,White,8*1*1,8,AG12C,Laura,Despatch,30009,Pick
CaRG18SlGr,Cabinet RGAP 1800 Sliding Grey,Cabinet,RGAP,1800,Sliding,Grey,8*1*1,3,AZ66B,David,Despatch,30023,Pick
KeRe35MeWh,Keyboard Rerar 350 Mechanical White,Keyboard,Rerar,350,Mechanical,White,16*10*1,160,BZ64B,Jane,Despatch,30012,Pick
SPRe12HeGr,SPen Reldeats 12 Hexagonal Grey,SPen,Reldeats,12,Hexagonal,Grey,48*10*5,2400,BO97C,Laura,Despatch,30089,Pick
CaQE12SlWh,Cabinet QEKI 1200 Sliding White,Cabinet,QEKI,1200,Sliding,White,8*1*1,8,CX28C,Emily,Despatch,30023,Pick
TVYn754KWh,"TV Ynos 75"" 4K White",TV,Ynos,"75""",4K,White,8*1*1,5,CV65D,Mike,Despatch,30058,Pick
CaWE18FiGr,Cabinet WENO 1800 Filing Grey,Cabinet,WENO,1800,Filing,Grey,8*1*1,4,AU95A,Emily,Despatch,30028,Pick
KeSu27ErNa,Keyboard Susa 270 Ergonomic Navi,Keyboard,Susa,270,Ergonomic,Navi,16*10*1,118,AJ66G,Mike,Despatch,30007,Pick
NoScA4doGr,Notebook Scrap A4 dot Grey,Notebook,Scrap,A4,dot,Grey,48*10*5,827,BZ64F,Mike,Despatch,30077,Pick
TaCI10AdBl,Table CITSATNAF 1000 Adjustable Black,Table,CITSATNAF,1000,Adjustable,Black,8*1*1,2,DT87C,Chris,Despatch,30075,Pick
AlOv15i7Wh,"All-in-one Ovonel 15"" i7 White",All-in-one,Ovonel,"15""",i7,White,16*1*1,4,AR92A,Jane,Despatch,30073,Pick
GaOGMLeBl,Gaming Chair OGAP M Leather Black,Gaming Chair,OGAP,M,Leather,Black,16*1*1,2,AG88G,Amy,Despatch,30067,Pick
OfOGLLePi,Office Chair OGAP L Leather Pink,Office Chair,OGAP,L,Leather,Pink,16*1*1,16,CX76H,Sarah,Despatch,30071,Pick
PrReA3WiBl,Printer Rehtorb A3 Wifi Black,Printer,Rehtorb,A3,Wifi,Black,16*1*1,12,DN71C,David,Despatch,30054,Pick
KeSu35WiWh,Keyboard Susa 350 Wireled White,Keyboard,Susa,350,Wireled,White,16*10*1,2,DV50C,David,Despatch,30093,Pick
MoSu45BlWh,Mouse Susa 450 Bluetooth White,Mouse,Susa,450,Bluetooth,White,16*10*1,46,CG05G,Emily,Despatch,30085,Pick
PrSoA3InGr,Printer Sonac A3 Inkjet Grey,Printer,Sonac,A3,Inkjet,Grey,16*1*1,16,BG32E,Emily,Despatch,30090,Pick
OfXEMLePi,Office Chair XENO M Leather Pink,Office Chair,XENO,M,Leather,Pink,16*1*1,15,CZ75D,Alex,Despatch,30045,Pick
TaCI15AdWh,Table CITSATNAF 1500 Adjustable White,Table,CITSATNAF,1500,Adjustable,White,8*1*1,1,AT78B,Laura,Despatch,30025,Pick
TVGn324KBl,"TV Gnusmag 32"" 4K Black",TV,Gnusmag,"32""",4K,Black,8*1*1,7,DN38C,Laura,Despatch,30028,Pick
PeRe12SoPi,Pencil Reldeats 12 Soluble Pink,Pencil,Reldeats,12,Soluble,Pink,48*10*5,2400,DF70D,Chris,Despatch,30011,Pick
MoPH27BlNa,Mouse PH 270 Bluetooth Navi,Mouse,PH,270,Bluetooth,Navi,16*10*1,102,DQ25D,Sarah,Despatch,30077,Pick
